선릉역10번출구,29,0
강남CGV,32,0
신논현역3번출구,21,0
선릉역7번출구,12,0
대우디오빌플러스,16,0
동덕여대디자인연구센터,10,0
세양에이팩스,9,1
신태양빌딩신논현,16,0
강남역11번출구,14,0
대우디오빌프라임,10,0
수서역교차로,12,0
풍림아이원레몬,16,0
매봉역교차로,7,0
개나리아파트교차로,6,2
경복아파트교차로,8,0
풍천민물장어,8,0
선릉역10번출구,10,0
역삼역교차로,9,0
대치동939-27번지,8,0
선릉역교차로,14,0
교보타워사거리,11,0
도그샵,19,0
강남역11번출구,5,0
나무커뮤니케이션,3,0
