템플스트라이크,32,0
교보타워사거리,42,2
신사동간장게장골목,3,0
강남역11번출구,17,0
사당역사거리,17,0
고속터미널교차로,18,0
경문고교교차로,8,0
사당역11번출구,5,1
신사역교차로,10,1
교육개발원입구사거리,7,0
논현역,10,0
서초구민회관,10,0
서울남부터미널,10,0
서울고교교차로,5,2
서울중앙지방검찰,3,2
강남역사거리,7,0
사당역사거리,6,1
남부터미널역,5,1
법원검찰청교차로,7,0
신태양빌딩신논현,8,0
목전빌딩,7,0
강남CGV,3,0
