오징어청춘방이점,69,0
잠실2동우체국,35,0
원스탑편의점,41,0
천호역,13,0
서두산딤섬만두,14,0
GS25석촌시장점,9,0
승운빌딩,8,0
몽촌토성역,6,1
KT그린텔레콤마천점,8,0
잠실4동주민센터,7,0
수나플라워,5,1
거마도서관,6,1
종로김밥가락점,19,0
주병이네반찬,8,1
신천역2번출구,12,0
영원빌딩,6,0
블루비뇨기과잠실점,6,0
대우유토피아오피스텔,5,0
애플타워,5,0
소담정,5,0
미쉘여성의원,3,0
