템플스트라이크,50,0
강남역CGV,32,0
고속터미널교차로,17,0
강남역11번출구,23,0
사당역사거리,17,0
교보타워사거리,12,2
신사역교차로,10,1
경문고교교차로,9,0
서초구민회관,10,0
논현역,8,0
사당역사거리,6,1
서울중앙지방검찰청,4,2
서울남부터미널,9,0
넥스덴치과,7,0
방배119안전센터,5,1
방배삼익아파트,6,0
법원검찰청교차로,7,0
템플스트라이크,8,0
방배역,6,0
서초빌딩,7,0
교보타워사거리,12,0
개포공업사,8,0
강남역사거리,9,0
총신대입구역13번출구,8,0
